split,task_type,slot_masked_pattern,count
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب كلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,9
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب كلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,3
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب كلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,4
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب كلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب عيادة. ما اسم المعلم النهائي؟,4
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب كلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,4
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب كلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,6
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب كلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,7
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب كلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,9
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب كلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,7
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,27
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,7
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,27
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب عيادة. ما اسم المعلم النهائي؟,33
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,7
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,37
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,34
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,78
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,58
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,12
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,3
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,16
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب عيادة. ما اسم المعلم النهائي؟,7
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,6
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,65
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,46
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,26
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,22
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,30
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,4
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,24
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب عيادة. ما اسم المعلم النهائي؟,15
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,17
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,25
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,24
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,22
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,30
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,15
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,2
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,36
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب عيادة. ما اسم المعلم النهائي؟,7
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,9
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,37
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,13
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,17
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,30
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,21
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,5
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,26
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب عيادة. ما اسم المعلم النهائي؟,15
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,2
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,58
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,26
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,18
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,33
train,within_radius_yes_no,هل يوجد بنك ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,9
train,within_radius_yes_no,هل يوجد جامعة ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,67
train,within_radius_yes_no,هل يوجد صيدلية ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,98
train,within_radius_yes_no,هل يوجد عيادة ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,291
train,within_radius_yes_no,هل يوجد كلية ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,27
train,within_radius_yes_no,هل يوجد محطة وقود ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,284
train,within_radius_yes_no,هل يوجد مدرسة ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,52
train,within_radius_yes_no,هل يوجد مستشفى ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,1293
train,within_radius_yes_no,هل يوجد مطعم ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,54
train,within_radius_yes_no,هل يوجد مقهى ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,27
validation,cardinal_direction,في أي اتجاه يقع <NAME> بالنسبة إلى <NAME>؟,409
validation,closer_of_two,أي الموقعين أقرب إلى <NAME>: <NAME> أم <NAME>؟,283
validation,count_within_radius,كم عدد المعالم من نوع <NAME> الواقعة ضمن مسافة <NUM> كم تقريبًا من <NAME> وفق الإحداثيات المتاحة؟,97
validation,nearest_category,ما أقرب بنك إلى <NAME> من بين المعالم الواردة في السياق؟,78
validation,nearest_category,ما أقرب جامعة إلى <NAME> من بين المعالم الواردة في السياق؟,63
validation,nearest_category,ما أقرب صيدلية إلى <NAME> من بين المعالم الواردة في السياق؟,76
validation,nearest_category,ما أقرب عيادة إلى <NAME> من بين المعالم الواردة في السياق؟,72
validation,nearest_category,ما أقرب كلية إلى <NAME> من بين المعالم الواردة في السياق؟,52
validation,nearest_category,ما أقرب محطة وقود إلى <NAME> من بين المعالم الواردة في السياق؟,130
validation,nearest_category,ما أقرب مدرسة إلى <NAME> من بين المعالم الواردة في السياق؟,80
validation,nearest_category,ما أقرب مستشفى إلى <NAME> من بين المعالم الواردة في السياق؟,91
validation,nearest_category,ما أقرب مطعم إلى <NAME> من بين المعالم الواردة في السياق؟,95
validation,nearest_category,ما أقرب مقهى إلى <NAME> من بين المعالم الواردة في السياق؟,90
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,3
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,4
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,6
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,6
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,6
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,3
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,3
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,6
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,3
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,3
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,3
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,3
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,5
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,5
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,5
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,4
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,8
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,5
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,3
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,4
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,3
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,3
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,5
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,5
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,3
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,4
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,3
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,6
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,8
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,3
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,2
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,1
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,4
validation,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,2
validation,spatial_multi_constraint,ما أقرب بنك يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,2
validation,spatial_multi_constraint,ما أقرب بنك يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,2
validation,spatial_multi_constraint,ما أقرب بنك يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,7
validation,spatial_multi_constraint,ما أقرب بنك يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,1
validation,spatial_multi_constraint,ما أقرب جامعة يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,1
validation,spatial_multi_constraint,ما أقرب جامعة يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,2
validation,spatial_multi_constraint,ما أقرب صيدلية يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,4
validation,spatial_multi_constraint,ما أقرب صيدلية يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,2
validation,spatial_multi_constraint,ما أقرب صيدلية يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,7
validation,spatial_multi_constraint,ما أقرب صيدلية يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,4
validation,spatial_multi_constraint,ما أقرب عيادة يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,10
validation,spatial_multi_constraint,ما أقرب عيادة يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,6
validation,spatial_multi_constraint,ما أقرب عيادة يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,4
validation,spatial_multi_constraint,ما أقرب كلية يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,1
validation,spatial_multi_constraint,ما أقرب كلية يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,2
validation,spatial_multi_constraint,ما أقرب كلية يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,1
validation,spatial_multi_constraint,ما أقرب كلية يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,2
validation,spatial_multi_constraint,ما أقرب محطة وقود يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,9
validation,spatial_multi_constraint,ما أقرب محطة وقود يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,6
validation,spatial_multi_constraint,ما أقرب محطة وقود يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,8
validation,spatial_multi_constraint,ما أقرب محطة وقود يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,9
